                             component depth                  class                                   name   pass   total
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     1 EventSelectionAllCount                                    All    100 5540434
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2              LambdaStr     "ev : ev.GenSusyMSquark[0] == 650" 674634 5540434
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 550"  72732  674634
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2 EventSelectionAllCount                                    All    100   72732
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3 EventSelectionAllCount                                    All  72498   72732
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  72567   72732
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"  72498   72567
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"  68818   72498
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"  68410   68818
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"  58616   68410
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"  52679   58616
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"  41281   52679
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"  40067   41281
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"  36319   40067
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"  24138   36319
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"  20387   24138
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3 EventSelectionAnyCount                                    Any  11255   20387
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4 EventSelectionAllCount                                    All    923   20387
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                              htbin_200   2124   20387
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                                 alphaT    923    2124
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4 EventSelectionAllCount                                    All    798   19464
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                              htbin_250   2272   19464
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                                 alphaT    798    2272
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4 EventSelectionAllCount                                    All    960   18666
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                              htbin_300   2131   18666
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                                 alphaT    960    2131
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4 EventSelectionAllCount                                    All   1019   17706
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                              htbin_350   1933   17706
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     5              LambdaStr                                 alphaT   1019    1933
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4 EventSelectionAllCount                                    All   2994   16687
