                                  component depth                  class                                   name   pass   total
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     1 EventSelectionAllCount                                    All     38 2076944
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     2              LambdaStr     "ev : ev.GenSusyMGluino[0] == 750" 227817 2076944
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 600" 117524  227817
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     2 EventSelectionAllCount                                    All     38  117524
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3 EventSelectionAllCount                                    All  73879  117524
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  96051  117524
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"  73879   96051
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"  61917   73879
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"  61519   61917
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"  52934   61519
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"  48133   52934
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"  29883   48133
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"  28790   29883
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"  27211   28790
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"  17969   27211
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"  14561   17969
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3 EventSelectionAnyCount                                    Any   8816   14561
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All    256   14561
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_200    572   14561
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT    256     572
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All    318   14305
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_250    934   14305
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT    318     934
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All    512   13987
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_300   1118   13987
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT    512    1118
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All    665   13475
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_350   1224   13475
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT    665    1224
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All   2342   12810
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_400   4416   12810
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT   2342    4416
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All   1387   10468
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_600   2961   10468
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                                 alphaT   1387    2961
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     4 EventSelectionAllCount                                    All   3336    9081
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     5              LambdaStr                              htbin_800   3336    9081
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3              LambdaStr          "ev : ev.biasedDPhi[0] > 0.5"   3735    8816
 SMS-T5ttcc_mGl-600to800_mLSP-450to675_25ns     3 EventSelectionAnyCount                                    Any   2721    3735
