                                          component depth                  class                                   name    pass   total
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     1 EventSelectionAllCount                                    All     374 1852400
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1000" 1709304 1852400
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 800"  142253 1709304
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     2 EventSelectionAllCount                                    All     374  142253
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3 EventSelectionAllCount                                    All  138898  142253
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  141266  142253
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"  138898  141266
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"  129576  138898
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"  128863  129576
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"  112429  128863
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"  110666  112429
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   97982  110666
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   96486   97982
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   94338   96486
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   68600   94338
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   61109   68600
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     3 EventSelectionAnyCount                                    Any   40693   61109
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     4 EventSelectionAllCount                                    All    1556   61109
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     5              LambdaStr                              htbin_200    2812   61109
 SMS-T1bbbb_mGluino-1000-1025_mLSP-1to975-1000_25ns     5              LambdaStr                                 alphaT    1556    2812
