                                   component depth                  class                                   name    pass   total
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     1 EventSelectionAllCount                                    All    1121 7494979
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1300" 1336082 7494979
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 100"   50309 1336082
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     2 EventSelectionAllCount                                    All    1121   50309
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3 EventSelectionAllCount                                    All   30719   50309
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"   40371   50309
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"   30719   40371
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"   25460   30719
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"   25118   25460
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"   21964   25118
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   21963   21964
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   21962   21963
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   21950   21962
 SMS-T1ttbb_mGl-1225to1400_mLSP-0to1050_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   21950   21950
