                            component depth                  class                                   name    pass   total
 SMS-T2tb_mStop-200to625_50to475_25ns     1 EventSelectionAllCount                                    All      24 8254915
 SMS-T2tb_mStop-200to625_50to475_25ns     2              LambdaStr       "ev : ev.GenSusyMStop[0] == 350"  447653 8254915
 SMS-T2tb_mStop-200to625_50to475_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 225"  223746  447653
 SMS-T2tb_mStop-200to625_50to475_25ns     2 EventSelectionAllCount                                    All      24  223746
 SMS-T2tb_mStop-200to625_50to475_25ns     3 EventSelectionAllCount                                    All  178905  223746
 SMS-T2tb_mStop-200to625_50to475_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  202492  223746
 SMS-T2tb_mStop-200to625_50to475_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"  178905  202492
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"  161214  178905
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"  160592  161214
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"  137734  160592
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"  118574  137734
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   79464  118574
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   76648   79464
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   68187   76648
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   37081   68187
 SMS-T2tb_mStop-200to625_50to475_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   26639   37081
 SMS-T2tb_mStop-200to625_50to475_25ns     3 EventSelectionAnyCount                                    Any   12365   26639
 SMS-T2tb_mStop-200to625_50to475_25ns     4 EventSelectionAllCount                                    All    1187   26639
 SMS-T2tb_mStop-200to625_50to475_25ns     5              LambdaStr                              htbin_200    2996   26639
 SMS-T2tb_mStop-200to625_50to475_25ns     5              LambdaStr                                 alphaT    1187    2996
 SMS-T2tb_mStop-200to625_50to475_25ns     4 EventSelectionAllCount                                    All     994   25452
 SMS-T2tb_mStop-200to625_50to475_25ns     5              LambdaStr                              htbin_250    3292   25452
