                                 component depth                  class                                   name    pass   total
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     1 EventSelectionAllCount                                    All    1132 1965572
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1300" 1965572 1965572
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 100"   98710 1965572
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     2 EventSelectionAllCount                                    All    1132   98710
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3 EventSelectionAllCount                                    All   40021   98710
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"   66448   98710
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"   40021   66448
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"   30440   40021
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"   29955   30440
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"   26237   29955
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   26237   26237
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   26237   26237
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   26205   26237
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   26205   26205
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   24647   26205
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   23275   24647
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3 EventSelectionAnyCount                                    Any   23222   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_200       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT       0       0
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_250       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT       0       0
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_300       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT       0       0
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All       0   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_350       1   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT       0       1
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All      29   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_400      32   23275
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT      29      32
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All     196   23246
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_600     245   23246
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                                 alphaT     196     245
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     4 EventSelectionAllCount                                    All   22997   23050
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     5              LambdaStr                              htbin_800   22997   23050
 SMS-T1tttt_mGluino-1300_mLSP-1to1075_25ns     3              LambdaStr          "ev : ev.biasedDPhi[0] > 0.5"    5518   23222
