                               component depth                  class                                  name   pass    total
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     1 EventSelectionAllCount                                   All   1714 10406663
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     2              LambdaStr   "ev : ev.GenSusyMSbottom[0] == 800" 564771 10406663
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 50"  47181   564771
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     2 EventSelectionAllCount                                   All   1714    47181
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3 EventSelectionAllCount                                   All  46893    47181
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4              LambdaStr      "ev : ev.nElectronsVeto[0] == 0"  47051    47181
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4              LambdaStr          "ev : ev.nMuonsVeto[0] == 0"  46893    47051
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr      "ev : ev.nIsoTracksVeto[0] <= 0"  45227    46893
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr        "ev : ev.nPhotonsVeto[0] == 0"  44926    45227
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr           "ev : ev.nJet40Fwd[0] == 0"  38261    44926
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr              "ev : ev.nJet40[0] >= 2"  37922    38261
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr             "ev : ev.jet_pt[0] > 100"  37861    37922
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr     "ev : -2.5 < ev.jet_eta[0] < 2.5"  37730    37861
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr               "ev : ev.ht40[0] > 200"  37712    37730
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr           "ev : ev.mht40_pt[0] > 130"  35363    37712
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr        "ev : ev.MhtOverMet[0] < 1.25"  33989    35363
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3 EventSelectionAnyCount                                   Any  29165    33989
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All     27    33989
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_200     44    33989
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT     27       44
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All     59    33962
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_250    124    33962
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT     59      124
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All    139    33903
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_300    258    33903
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT    139      258
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All    271    33764
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_350    442    33764
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT    271      442
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All   2691    33493
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_400   4162    33493
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT   2691     4162
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All   5073    30802
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_600   8054    30802
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                                alphaT   5073     8054
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All  20905    25729
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr                             htbin_800  20905    25729
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3              LambdaStr         "ev : ev.biasedDPhi[0] > 0.5"  18364    29165
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     3 EventSelectionAnyCount                                   Any  17613    18364
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     4 EventSelectionAllCount                                   All   4566    18364
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr             "ev : ev.nJet100[0] >= 2"  17613    18364
 SMS-T2bb_mSbottom-625to1050_0to550_25ns     5              LambdaStr              "ev : ev.nJet40[0] == 2"   4566    17613
