                                       component depth                  class                                   name    pass   total
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     1 EventSelectionAllCount                                    All   10718 1970821
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1300" 1869820 1970821
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 100"   49961 1869820
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     2 EventSelectionAllCount                                    All   10718   49961
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   49960   49961
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   49960   49960
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   49924   49960
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr   "ev : 0.1 <= ev.jet_chHEF[0] < 0.95"   48375   49924
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   46064   48375
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3              LambdaStr          "ev : ev.biasedDPhi[0] > 0.5"   13556   46064
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     3 EventSelectionAnyCount                                    Any   13484   13556
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     4 EventSelectionAllCount                                    All       0   13556
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     5              LambdaStr                              htbin_200       0   13556
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     5              LambdaStr                                 alphaT       0       0
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     4 EventSelectionAllCount                                    All       0   13556
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     5              LambdaStr                              htbin_250       0   13556
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     5              LambdaStr                                 alphaT       0       0
 SMS-T1qqqq_mGluino-1300to1325_mLSP-1to1275_25ns     4 EventSelectionAllCount                                    All       2   13556
