                                component depth                  class                                   name     pass    total
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     1 EventSelectionAllCount                                    All      134 14195666
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     2              LambdaStr       "ev : ev.GenSusyMStop[0] == 300" 14195666 14195666
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 250"  1761818 14195666
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     2 EventSelectionAllCount                                    All      134  1761818
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3 EventSelectionAllCount                                    All  1568574  1761818
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  1677820  1761818
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"  1568574  1677820
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"  1468073  1568574
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"  1464304  1468073
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"  1263911  1464304
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   628185  1263911
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   336534   628185
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   313581   336534
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   267460   313581
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   182233   267460
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   148814   182233
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     3 EventSelectionAnyCount                                    Any    65433   148814
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All     6320   148814
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_200    16750   148814
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT     6320    16750
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All     5931   142494
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_250    20223   142494
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT     5931    20223
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All     7046   136563
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_300    19697   136563
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT     7046    19697
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All     7157   129517
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_350    17444   129517
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT     7157    17444
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All    19111   122360
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_400    44100   122360
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT    19111    44100
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     4 EventSelectionAllCount                                    All     7235   103249
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                              htbin_600    17967   103249
 SMS-T2mixed_mStop-300_mLSP-220to290_25ns     5              LambdaStr                                 alphaT     7235    17967
