                                component depth                  class                                   name    pass   total
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     1 EventSelectionAllCount                                    All       1 8315910
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     2              LambdaStr       "ev : ev.GenSusyMStop[0] == 350" 1754347 8315910
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 100"  134136 1754347
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     2 EventSelectionAllCount                                    All       1  134136
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3 EventSelectionAllCount                                    All   85020  134136
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  110056  134136
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"   85020  110056
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"   70828   85020
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"   70371   70828
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"   59846   70371
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   59102   59846
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   47011   59102
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   45854   47011
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   44869   45854
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   26371   44869
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   20234   26371
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     3 EventSelectionAnyCount                                    Any   11757   20234
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All     417   20234
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_200     855   20234
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT     417     855
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All     577   19817
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_250    1529   19817
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT     577    1529
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All    1102   19240
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_300    2154   19240
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT    1102    2154
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All    1359   18138
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_350    2235   18138
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT    1359    2235
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All    3838   16779
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_400    6730   16779
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT    3838    6730
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     4 EventSelectionAllCount                                    All    1154   12941
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                              htbin_600    3421   12941
 SMS-T2tt_mStop-300to375_mLSP-1to300_25ns     5              LambdaStr                                 alphaT    1154    3421
