                                                 component depth                  class                                   name    pass   total
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     1 EventSelectionAllCount                                    All    5223 1899588
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1500" 1526031 1899588
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 100"   52653 1526031
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     2 EventSelectionAllCount                                    All    5223   52653
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3 EventSelectionAllCount                                    All   52071   52653
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"   52450   52653
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"   52071   52450
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"   49422   52071
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"   48895   49422
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"   43391   48895
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   43390   43391
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   43390   43390
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   43369   43390
 SMS-T1bbbb_mGluino-1500-1550_mLSP-1to1300-1000to1300_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   43369   43369
