                                   component depth                  class                                   name    pass   total
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     1 EventSelectionAllCount                                    All    3386 8908398
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     2              LambdaStr    "ev : ev.GenSusyMGluino[0] == 1200" 2263688 8908398
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 200"  122586 2263688
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     2 EventSelectionAllCount                                    All    3386  122586
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3 EventSelectionAllCount                                    All   77087  122586
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     4              LambdaStr       "ev : ev.nElectronsVeto[0] == 0"  100104  122586
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     4              LambdaStr           "ev : ev.nMuonsVeto[0] == 0"   77087  100104
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr       "ev : ev.nIsoTracksVeto[0] <= 0"   65475   77087
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr         "ev : ev.nPhotonsVeto[0] == 0"   64618   65475
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr            "ev : ev.nJet40Fwd[0] == 0"   56674   64618
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr               "ev : ev.nJet40[0] >= 2"   56665   56674
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr              "ev : ev.jet_pt[0] > 100"   56624   56665
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr      "ev : -2.5 < ev.jet_eta[0] < 2.5"   56510   56624
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr                "ev : ev.ht40[0] > 200"   56505   56510
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr            "ev : ev.mht40_pt[0] > 130"   54067   56505
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3              LambdaStr         "ev : ev.MhtOverMet[0] < 1.25"   51959   54067
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     3 EventSelectionAnyCount                                    Any   50839   51959
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     4 EventSelectionAllCount                                    All       8   51959
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                              htbin_200       9   51959
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                                 alphaT       8       9
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     4 EventSelectionAllCount                                    All       5   51951
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                              htbin_250      12   51951
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                                 alphaT       5      12
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     4 EventSelectionAllCount                                    All      15   51946
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                              htbin_300      22   51946
 SMS-T5ttcc_mGl-1025to1200_mLSP-0to1025_25ns     5              LambdaStr                                 alphaT      15      22
