                               component depth                  class                                  name   pass   total
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     1 EventSelectionAllCount                                   All    503 7308841
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     2              LambdaStr      "ev : ev.GenSusyMStop[0] == 700" 934716 7308841
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 50"  93611  934716
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     2 EventSelectionAllCount                                   All    503   93611
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3 EventSelectionAllCount                                   All  58624   93611
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     4              LambdaStr      "ev : ev.nElectronsVeto[0] == 0"  76079   93611
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     4              LambdaStr          "ev : ev.nMuonsVeto[0] == 0"  58624   76079
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr      "ev : ev.nIsoTracksVeto[0] <= 0"  49552   58624
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr        "ev : ev.nPhotonsVeto[0] == 0"  49082   49552
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr           "ev : ev.nJet40Fwd[0] == 0"  41928   49082
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr              "ev : ev.nJet40[0] >= 2"  41839   41928
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr             "ev : ev.jet_pt[0] > 100"  41390   41839
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr     "ev : -2.5 < ev.jet_eta[0] < 2.5"  41094   41390
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr               "ev : ev.ht40[0] > 200"  41032   41094
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr           "ev : ev.mht40_pt[0] > 130"  37512   41032
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3              LambdaStr        "ev : ev.MhtOverMet[0] < 1.25"  35335   37512
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     3 EventSelectionAnyCount                                   Any  31595   35335
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     4 EventSelectionAllCount                                   All     60   35335
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                             htbin_200     97   35335
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                                alphaT     60      97
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     4 EventSelectionAllCount                                   All    166   35275
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                             htbin_250    282   35275
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                                alphaT    166     282
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     4 EventSelectionAllCount                                   All    371   35109
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                             htbin_300    487   35109
 SMS-T2tt_mStop-600-950_mLSP-1to450_25ns     5              LambdaStr                                alphaT    371     487
