                             component depth                  class                                  name   pass   total
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     1 EventSelectionAllCount                                   All    577 5540434
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2              LambdaStr    "ev : ev.GenSusyMSquark[0] == 600" 879108 5540434
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2              LambdaStr "ev : ev.GenSusyMNeutralino[0] == 50"  73493  879108
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     2 EventSelectionAllCount                                   All    577   73493
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3 EventSelectionAllCount                                   All  73178   73493
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4              LambdaStr      "ev : ev.nElectronsVeto[0] == 0"  73250   73493
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     4              LambdaStr          "ev : ev.nMuonsVeto[0] == 0"  73178   73250
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr      "ev : ev.nIsoTracksVeto[0] <= 0"  70375   73178
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr        "ev : ev.nPhotonsVeto[0] == 0"  69778   70375
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr           "ev : ev.nJet40Fwd[0] == 0"  59131   69778
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr              "ev : ev.nJet40[0] >= 2"  58464   59131
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr             "ev : ev.jet_pt[0] > 100"  58298   58464
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr     "ev : -2.5 < ev.jet_eta[0] < 2.5"  57921   58298
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr               "ev : ev.ht40[0] > 200"  57834   57921
 SMS-T2qq_mSq600to900_mLSP-0to850_25ns     3              LambdaStr           "ev : ev.mht40_pt[0] > 130"  52119   57834
